movieID,title,year,genre0,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,genre11,genre12,genre13,genre14,genre15,genre16,genre17
797,Old Lady Who Walked in the Sea. The (Vieille qui marchait dans la mer. La),1991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Daylight,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
799,Frighteners. The,1996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
800,Lone Star,1996,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
801,Harriet the Spy,1996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
802,Phenomenon,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
803,Walking and Talking,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
804,She's the One,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
805,Time to Kill. A,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
806,American Buffalo,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
807,Rendezvous in Paris (Rendez-vous de Paris. Les),1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
808,Alaska,1996,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Fled,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Kazaam,1996,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
811,Bewegte Mann. Der,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
812,Magic Hunter,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
813,Larger Than Life,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
814,Boy Called Hate. A,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
815,Power 98,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
816,Two Deaths,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
818,Very Brady Sequel. A,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Stefano Quantestorie,1993,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
820,Death in the Garden (Mort en ce jardin. La),1956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
821,Crude Oasis. The,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
822,Hedd Wyn,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
823,Collectionneuse. La,1967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
824,Kaspar Hauser,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
825,Echte Kerle,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
826,Diebinnen,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
827,Convent. The (Convento. O),1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
828,Adventures of Pinocchio. The,1996,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Joe's Apartment,1996,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
830,First Wives Club. The,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
831,Stonewall,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
832,Ransom,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
833,High School High,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
834,Phat Beach,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
835,Foxfire,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
836,Chain Reaction,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
837,Matilda,1996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
838,Emma,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
839,Crow: City of Angels. The,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
840,House Arrest,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Eyes Without a Face,1959,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
842,Tales from the Crypt Presents: Bordello of Blood,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
843,Lotto Land,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
844,Story of Xinghua. The,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
845,Day the Sun Turned Cold. The (Tianguo niezi),1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
846,Flirt,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
847,Big Squeeze. The,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
848,Spitfire Grill. The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
849,Escape from L.A.,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
850,Cyclo,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
851,Basquiat,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
852,Tin Cup,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
853,Dingo,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
854,Ballad of Narayama. The (Narayama Bushiko),1958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
855,Every Other Weekend,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
856,Mille bolle blu,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
857,Crows and Sparrows,1949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
858,Godfather. The,1972,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
859,Hippie Revolution. The,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
860,Maybe. Maybe Not (Bewegte Mann. Der),1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Supercop,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
862,Manny & Lo,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,Celestial Clockwork,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Wife. The,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
865,Small Faces,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
866,Bound,1996,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
867,Carpool,1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
868,Death in Brunswick,1991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
869,Kansas City,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
870,Gone Fishin',1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
871,Lover's Knot,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
872,Aiqing wansui,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
873,Shadow of Angels (Schatten der Engel),1976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
874,Killer: A Journal of Murder,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
875,Nothing to Lose,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
876,Police Story 4: Project S (Chao ji ji hua),1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,Girls Town,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
878,Bye-Bye,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
879,Relic. The,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
880,Island of Dr. Moreau. The,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
881,First Kid,1996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
882,Trigger Effect. The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
884,Sweet Nothing,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
885,Bogus,1996,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
886,Bulletproof,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,Talk of Angels,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
888,Land Before Time III: The Time of the Great Giving,1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,1-900,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
890,Baton Rouge,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
891,Halloween: The Curse of Michael Myers,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
892,Twelfth Night,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
893,Mother Night,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
894,Liebelei,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
895,Venice/Venice,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
896,Wild Reeds,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
897,For Whom the Bell Tolls,1943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
898,Philadelphia Story. The,1940,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
899,Singin' in the Rain,1952,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
900,American in Paris. An,1951,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
901,Funny Face,1957,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
902,Breakfast at Tiffany's,1961,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
903,Vertigo,1958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
904,Rear Window,1954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
905,It Happened One Night,1934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
906,Gaslight,1944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
907,Gay Divorcee. The,1934,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
908,North by Northwest,1959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
909,Apartment. The,1960,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
910,Some Like It Hot,1959,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
911,Charade,1963,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
912,Casablanca,1942,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
913,Maltese Falcon. The,1941,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
914,My Fair Lady,1964,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
915,Sabrina,1954,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
916,Roman Holiday,1953,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
917,Little Princess. The,1939,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
918,Meet Me in St. Louis,1944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
919,Wizard of Oz. The,1939,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
920,Gone with the Wind,1939,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
921,My Favorite Year,1982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
922,Sunset Blvd. (a.k.a. Sunset Boulevard),1950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
923,Citizen Kane,1941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
924,2001: A Space Odyssey,1968,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
925,Golden Earrings,1947,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
926,All About Eve,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
927,Women. The,1939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
928,Rebecca,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
929,Foreign Correspondent,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
930,Notorious,1946,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
931,Spellbound,1945,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
932,Affair to Remember. An,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
933,To Catch a Thief,1955,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
934,Father of the Bride,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
935,Band Wagon. The,1953,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
936,Ninotchka,1939,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
937,Love in the Afternoon,1957,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
938,Gigi,1958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
939,Reluctant Debutante. The,1958,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
940,Adventures of Robin Hood. The,1938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,Mark of Zorro. The,1940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,Laura,1944,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
943,Ghost and Mrs. Muir. The,1947,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
944,Lost Horizon,1937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
945,Top Hat,1935,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
946,To Be or Not to Be,1942,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
947,My Man Godfrey,1936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
948,Giant,1956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
949,East of Eden,1955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
950,Thin Man. The,1934,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
951,His Girl Friday,1940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Around the World in 80 Days,1956,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
953,It's a Wonderful Life,1946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
954,Mr. Smith Goes to Washington,1939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
955,Bringing Up Baby,1938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Penny Serenade,1941,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
957,Scarlet Letter. The,1926,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
958,Lady of Burlesque,1943,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
959,Of Human Bondage,1934,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
960,Angel on My Shoulder,1946,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
961,Little Lord Fauntleroy,1936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
962,They Made Me a Criminal,1939,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
963,Inspector General. The,1949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
964,Angel and the Badman,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
965,39 Steps. The,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
966,Walk in the Sun. A,1945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
967,Outlaw. The,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
968,Night of the Living Dead,1968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
969,African Queen. The,1951,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
970,Beat the Devil,1954,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
971,Cat on a Hot Tin Roof,1958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
972,Last Time I Saw Paris. The,1954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
973,Meet John Doe,1941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
974,Algiers,1938,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
975,Something to Sing About,1937,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
976,Farewell to Arms. A,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
977,Moonlight Murder,1936,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
978,Blue Angel. The (Blaue Engel. Der),1930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
979,Nothing Personal,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
980,In the Line of Duty 2,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,Dangerous Ground,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
982,Picnic,1955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
983,Madagascar Skin,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
984,Pompatus of Love. The,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
985,Small Wonders,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
986,Fly Away Home,1996,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,Bliss,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
988,Grace of My Heart,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
989,Schlafes Bruder (Brother of Sleep),1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
990,Maximum Risk,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
991,Michael Collins,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
992,Rich Man's Wife. The,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
993,Infinity,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
994,Big Night,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
996,Last Man Standing,1996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
997,Caught,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
998,Set It Off,1996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
999,2 Days in the Valley,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,Curdled,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1001,Associate. The (L'Associe,1982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Ed's Next Move,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,Extreme Measures,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1004,Glimmer Man. The,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005,D3: The Mighty Ducks,1996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,Chamber. The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1007,Apple Dumpling Gang. The,1975,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1008,Davy Crockett. King of the Wild Frontier,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1009,Escape to Witch Mountain,1975,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1010,Love Bug. The,1969,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,Herbie Rides Again,1974,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,Old Yeller,1957,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1013,Parent Trap. The,1961,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1014,Pollyanna,1960,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1015,Homeward Bound: The Incredible Journey,1993,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,Shaggy Dog. The,1959,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,Swiss Family Robinson,1960,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,That Darn Cat!,1965,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1019,20.000 Leagues Under the Sea,1954,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1020,Cool Runnings,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,Angels in the Outfield,1994,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,Cinderella,1950,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1023,Winnie the Pooh and the Blustery Day,1968,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,Three Caballeros. The,1945,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1025,Sword in the Stone. The,1963,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,So Dear to My Heart,1949,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1027,Robin Hood: Prince of Thieves,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1028,Mary Poppins,1964,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1029,Dumbo,1941,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1030,Pete's Dragon,1977,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1031,Bedknobs and Broomsticks,1971,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1032,Alice in Wonderland,1951,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1033,Fox and the Hound. The,1981,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,Freeway,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1035,Sound of Music. The,1965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1036,Die Hard,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1037,Lawnmower Man. The,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1038,Unhook the Stars,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1039,Synthetic Pleasures,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1040,Secret Agent. The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1041,Secrets & Lies,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1042,That Thing You Do!,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,To Gillian on Her 37th Birthday,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1044,Surviving Picasso,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1045,Love Is All There Is,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1046,Beautiful Thing,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1047,Long Kiss Goodnight. The,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1049,Ghost and the Darkness. The,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,Looking for Richard,1996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1051,Trees Lounge,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1052,Proprietor. The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1053,Normal Life,1996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1054,Get on the Bus,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1055,Shadow Conspiracy,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1056,Jude,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1057,Everyone Says I Love You,1996,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1058,Bitter Sugar (Azucar Amargo),1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1059,William Shakespeare's Romeo and Juliet,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1060,Swingers,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1061,Sleepers,1996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1062,Sunchaser. The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
